artist,related_artists
Lou Barlow,"['Califone', 'The New Year', 'Radar Brothers', 'Mark Mulcahy', 'J Mascis', 'PAJO', 'Preston School Of Industry', 'Vic Chesnutt', 'Knife In The Water', 'South San Gabriel', 'Evan Dando', 'Julie Doiron', 'Lullaby For The Working Class', 'East River Pipe', 'Smog', 'Palace Brothers', 'Simon Joyner', 'Damon & Naomi', 'Secret Stars', 'Holopaw']"
Lou Christie,"['The Essex', 'Tommy Boyce', 'Bobby Hart', 'The Toys', 'Keith', 'Gary Lewis & The Playboys', 'Randy & The Rainbows', 'The Cuff Links', 'Tommy Roe', 'The Buckinghams', 'Mindbenders', 'We Five', 'The Neon Philharmonic', 'Len Barry', 'Wayne Fontana & The Mindbenders', 'Nino Tempo & April Stevens', 'The Ad Libs', 'Jimmy Gilmer', 'Bobby Lewis', 'The Dave Clark Five']"
Lou Donaldson,"['Oscar Peterson Trio', 'Red Garland', 'Oscar Peterson', 'Stanley Turrentine', 'Lester Young', 'Bob Brookmeyer', 'Coleman Hawkins', 'Ben Webster', 'Kenny Dorham', 'Dexter Gordon', 'McCoy Tyner', 'Hank Mobley', 'Red Garland Trio', 'Slide Hampton', 'Al Cohn', 'Zoot Sims', 'Lee Morgan', 'Gene Ammons', 'Sonny Clark', 'Johnny Hodges']"
Lou Reed,"['Patti Smith', 'Bob Dylan', 'Neil Young', 'David Bowie', 'Janis Joplin', 'Big Brother & The Holding Company', 'Buffalo Springfield', 'Iggy Pop', 'Dusty Springfield', 'The Velvet Underground', 'Simon & Garfunkel', 'The Kinks', 'Rodríguez', 'The Zombies', 'Nico', 'The Rolling Stones', 'The Stranglers', 'Urge Overkill', 'Yusuf / Cat Stevens', 'Jefferson Airplane']"
Loudon Wainwright III,"['Ted Hawkins', 'Billy Bragg', 'Townes Van Zandt', 'Iris DeMent', 'The Felice Brothers', 'Lucinda Williams', 'John Prine', 'Richard & Linda Thompson', 'Dave Van Ronk', 'Dan Reeder', 'Sammy Walker', 'Neil Young with The Stray Gators', 'Richard Thompson', 'Dave Rawlings Machine', 'Dillard & Clark', 'Uncle Tupelo', 'Gram Parsons', 'Elizabeth Cotten and Brenda Evans', 'Blaze Foley', 'Jackson C. Frank']"
Louis Armstrong,"['Count Basie', 'Nat King Cole', 'Frank Sinatra', 'Dean Martin', 'Ray Charles', 'Peggy Lee', 'Bobby Darin', 'Glenn Miller', 'Ella Fitzgerald', 'The Platters', 'Doris Day', 'Billie Holiday', 'The Delta Rhythm Boys', 'The Warner Bros. Studio Orchestra', 'Audrey Hepburn', 'Etta James', 'Dinah Washington', 'Louis Prima', 'The Crew Cuts', 'Henry Mancini']"
Louis Jordan,"['Louis Jordan', 'Slim Gaillard', 'Lucky Millinder', 'Irene Daye', 'Julia Lee And Her Boyfriends', 'Joe Liggins', 'Louis Prima & Keely Smith', 'Tiny Bradshaw & His Orchestra', 'Cab Calloway & His Orchestra', 'Bull Moose Jackson', 'Calvin Boze and His All Stars', 'Wynonie Harris', 'The Cats & The Fiddle', 'Helen Humes', 'Vernon Dilworth', 'Jimmie Lunceford', 'Gia Maione', 'Roy Milton', 'Hal Singer', 'Keely Smith']"
Louis Jordan & His Tympany Five,"['Louis Jordan', 'Slim Gaillard', 'Lucky Millinder', 'Irene Daye', 'Julia Lee And Her Boyfriends', 'Joe Liggins', 'Louis Prima & Keely Smith', 'Tiny Bradshaw & His Orchestra', 'Cab Calloway & His Orchestra', 'Bull Moose Jackson', 'Calvin Boze and His All Stars', 'Wynonie Harris', 'The Cats & The Fiddle', 'Helen Humes', 'Vernon Dilworth', 'Jimmie Lunceford', 'Gia Maione', 'Roy Milton', 'Hal Singer', 'Keely Smith']"
Louis Prima,"['Sam Butera & The Witnesses', 'Bobby Darin', 'The Andrews Sisters', 'Dean Martin', 'Harry Belafonte', 'Keely Smith', 'Brother Bones & His Shadows', 'The Crew Cuts', 'The Champs', 'The Chordettes', 'Wayne Newton', 'The Coasters', 'Mel Tormé', 'Glenn Miller', 'Cab Calloway & His Orchestra', 'Peggy Lee', 'Gia Maione', 'Sammy Davis Jr.', 'Louis Armstrong', 'Thurston Harris']"
Louis Tomlinson,"['harry uwu', 'H_STYLOS', 'mr. muffin', 'Isaac Anderson', 'Niall Horan', 'Y567FN7089', 'R5', '2NBEHCDUY', '5 Seconds of Summer', '1NJDH05MK', 'Joshua Bassett', 'Righturn', 'Iluvursld', 'The Vamps', 'Luke Hemmings', 'Nameless', 'Afterhrs', 'Jeremy Shada', 'Gary Lightbody', 'THE DRIVER ERA']"
Love,"['The West Coast Pop Art Experimental Band', 'Jonathan Richman', 'Donovan', 'The Modern Lovers', 'The Velvet Underground', 'Arthur Lee', 'Rodríguez', 'Vanilla Fudge', 'Link Wray', 'Brian Protheroe', 'Captain Beefheart & His Magic Band', 'The Electric Prunes', '13th Floor Elevators', 'Nico', 'Andrew Oldham Orchestra', 'The Creation', 'Emitt Rhodes', 'Wreckless Eric', 'The Seeds', 'The Zombies']"
Love & Money,"['Hipsway', 'The Kane Gang', 'The Big Dish', 'The Christians', 'Curiosity Killed The Cat', 'Rosie Vela', 'The Adventures', 'The Bible', 'Thomas Lang', 'China Crisis', 'Nick Heyward', 'Tom Robinson', 'The Lotus Eaters', 'Mark Ramsden', 'River City People', 'Skipper Wise', 'Simon Skinner', 'Hue and Cry', 'The Style Council', 'The Blow Monkeys']"
Love Battery,"['Paw', 'Malfunkshun', 'Green River', 'Skin Yard', 'Tad', 'Hater', 'The Fluid', '10 Minute Warning', 'Gruntruck', 'Mudhoney', 'Truly', 'Dandelion', 'Seaweed', 'Hammerbox', 'Screaming Trees', 'Bundle Of Hiss', 'Gumball', 'Rein Sanction', 'Green Apple Quick Step', 'Coffin Break']"
Love and Rockets,"['Peter Murphy', 'Romeo Void', 'Tones On Tail', 'Flesh For Lulu', 'Gene Loves Jezebel', 'Missing Persons', 'Daniel Ash', 'Echo & the Bunnymen', 'Gary Numan', 'Wall Of Voodoo', 'Danielle Dax', 'Public Image Ltd.', 'Lords Of The New Church', 'Book Of Love', 'Wire Train', 'The Icicle Works', 'The Church', 'Concrete Blonde', 'The Chameleons', 'Belfegore']"
Loverboy,"['Rew', 'Chloe Cherrie', '60 juno', 'zzzahara', 'Kitty Sucker', 'Cathedral Bells', 'Nyxjvh', 'Starberry', 'The Simps', 'Beach Bums', 'Mind’s Eye', 'isaur', 'Digigurl', 'Provoker', 'Groo Morbær', ""grey's anatomy"", 'Odd Sweetheart', 'Future Nobodies', 'Mr Floyd Larry', ""Israel's Arcade""]"
Low,"['Silent Poets', 'Mud Flow', 'Jenny Plant', 'Message To Bears', 'Sunlight Ascending', 'kristeva', 'Junebug', 'Berlin Child', 'Anadel', 'Blueneck', 'Sleep Party People', 'Son Lux', 'Lullabies for Falling Empires', 'Joe Zempel', 'Mire Kay', 'Syd Matters', 'Koda', 'Scott Matthew', 'Passarella Death Squad', 'Tamer']"
Lowell George,"['Leon Russell', 'David Bromberg', 'Little Village', 'Stephen Stills', 'Ronnie Lane', 'Manassas', 'The Band', 'Delaney & Bonnie', 'Jesse Winchester', 'Dan Penn', 'Asylum Choir', 'Rick Danko', 'Peter Wolf', 'Dan Hicks & His Hot Licks', 'Hot Tuna', 'デヴィッド・クロスビー', 'Jorma Kaukonen', 'Little Feat', 'David Crosby', 'Benmont Tench']"
Lower Dens,"['Papercuts', 'Merchandise', 'Hospitality', 'Bear In Heaven', 'Trailer Trash Tracys', 'White Williams', 'Atlas Sound', 'Posse', 'LNZNDRF', 'Porcelain Raft', 'Here We Go Magic', 'Lotus Plaza', 'The Crayon Fields', 'Girls Names', 'Miracle Fortress', 'Frankie Rose', 'The Fresh & Onlys', 'Destroyer', 'Summer Camp', 'Soda Shop']"
Loyle Carner,"['Rebel Kleff', 'JNR WILLIAMS', 'Kofi Stone', 'Frankie Stew and Harvey Gunn', '2nd Exit', 'LAUSSE THE CAT', 'Nix Northwest', 'The Silhouettes Project', 'Barney Artist', 'blackwave.', 'Monster Florence', 'George The Poet', 'Finn Foxell', 'Rejjie Snow', 'Swindle', 'MANIK MC', 'Kojey Radical', 'Hal Shallo', 'Danny Chaska', 'Future Utopia']"
Lucero,"['Cory Branan', 'Drag The River', 'John Moreland & The Dust Bowl Souls', 'Slobberbone', 'Austin Lucas', 'Joey Kneiser', 'John Moreland & The Black Gold Band', 'Drive-By Truckers', 'Whiskey & Co.', 'Two Cow Garage', 'Wrinkle Neck Mules', 'Tim Barry', 'Doc Dailey & Magnolia Devil', 'Patterson Hood', 'Roger Harvey', 'Blue Mountain', 'Vandoliers', 'Joseph Huber', 'the 4onthefloor', 'Arliss Nancy']"
Lucinda Williams,"['Iris DeMent', 'Pretenders & Emmylou Harris', 'Joe Henry', 'Tift Merritt', 'John Prine', 'Beck & Emmylou Harris', 'Greg Brown', 'Uncle Tupelo', 'John Doe', 'Buddy & Julie Miller', 'Mary Gauthier', 'Gillian Welch', 'Son Volt', 'Chuck Prophet', 'Dave Rawlings Machine', 'Gram Parsons', 'Loudon Wainwright III', 'Laura Cantrell', 'Chris Smither', 'Alejandro Escovedo']"
Lucy Dacus,"['boygenius', 'Leith Ross', 'Phoebe Bridgers', 'Indigo De Souza', 'Squirrel Flower', 'Julien Baker', 'Better Oblivion Community Center', 'Samia', 'Haley Heynderickx', 'Maya Hawke', 'Soccer Mommy', 'Julia Jacklin', 'Big Thief', 'Haley Blais', 'Snail Mail', 'The Ophelias', 'Rob Moose', 'Tomberlin', 'Japanese Breakfast', 'Ethel Cain']"
Lucy Kaplansky,"['Kris Delmhorst', 'Lynn Miles', 'Cheryl Wheeler', 'John Gorka', 'Cry Cry Cry', 'Antje Duvekot', 'Meg Hutchinson', 'Richard Shindell', 'Eliza Gilkyson', 'Red Molly', 'Catherine MacLellan', 'Caroline Herring', 'Red Horse', 'Tracy Grammer', 'Tift Merritt', 'Patty Larkin', 'Catie Curtis', 'Dar Williams', 'Dave Carter', 'Christine Kane']"
Lucy Pearl,"['Zhané', 'Groove Theory', 'Raphael Saadiq', 'Koffee Brown', 'Refugee Camp All-Stars', 'Jill Scott', 'Faith Evans', 'Donell Jones', 'Maxwell', 'Brownstone', 'Adina Howard', 'Jade', 'Goapele', 'Floetry', 'Total', 'Tweet', ""Lil' Mo"", ""D'Angelo"", 'Total', 'Musiq Soulchild']"
Ludacris,"['Trick Daddy', 'David Banner', 'MiMS', 'Chingy', 'Ying Yang Twins', 'Dem Franchize Boyz', 'Lil Jon & The East Side Boyz', 'Murphy Lee', 'Youngbloodz', 'JUVENILE', 'T.I.', 'J-Kwon', 'Joe Budden', 'Jermaine Dupri', 'Bone Crusher', 'DJ Felli Fel', 'Unk', 'Yung Joc', 'Mystikal', 'Big Tymers']"
Luis Salinas,"['Lucho Gonzalez', 'Ventarrón', 'Alberto Rojo', 'Juan Falú', 'Juanjo Dominguez', 'Carlos Moscardini', 'Juanjo Dominguez & Cuarteto', 'Sebastián Barbui', 'Romina Balestrino', 'Ernesto Snajer', 'Carlos Aguirre', 'César Angeleri', 'Rodolfo Mederos', 'Dino Saluzzi', 'Amelita Baltar', 'Hugo Díaz', 'Leonardo Andersen', 'Marcelo Moguilevsky', 'Chango Spasiuk', 'Aníbal Arias']"
Luiz Bonfá,"['João Gilberto Quintet', 'Maria Toledo', 'João Gilberto', 'João Donato', 'Stan Getz', 'Astrud Gilberto', 'Roberto Menescal E Seu Conjunto', 'Tamba 4', 'Antônio Carlos Jobim', 'Charlie Byrd', 'The Ipanemas', 'Bola Sete', 'The New Stan Getz Quartet', 'Tamba Trio', 'Oscar Castro-Neves', 'Rosinha De Valença', 'Charlie Rouse', 'Garoto', 'Jean Bonal', 'Quarteto Jobim-Morelenbaum']"
Luiz Melodia,"['João Bosco', 'Aldir Blanc', 'Angela Ro Ro', 'Teresa Cristina', 'João Nogueira', 'Wilson Das Neves', 'Paulinho Da Viola', 'Sérgio Sampaio', 'Elza Soares', 'Ednardo', 'Batatinha', 'Benito 80', 'Marcos Suzano', 'Arnaldo Brandão', 'Roberta Sá', 'Jorge Mautner', 'Elomar, Geraldo Azevedo, Vital Farias e Xangai', 'Dona Ivone Lara', 'Marilia Medalha', 'Maria Bethânia']"
Lujipeka,"['Georgio', 'KIK', 'Columbine', 'Lomepal', 'Orelsan', 'Yuzmv', 'Chaman', 'Lorenzo', 'A2h', 'S-Crew', 'Disiz', ""An'Om"", 'Vald', 'Tsew The Kid', 'Suikon Blaz AD', 'Nekfeu', '2TH', '47ter', 'Nusky', 'Casseurs Flowters']"
Luke Haines,"['Kilian K', 'The Stickmen Project', 'Maxim Schunk', 'Keanu Silva', 'James Carter', 'Jovieson', 'Masove', 'loafers', 'Jaime Deraz', 'Sandëro', 'Anthony Keyrouz', 'Treetalk', 'FAST BOY', 'Paradigm', 'LANNÉ', 'Carl Lazy', 'Madism', 'Toby Romeo', '71 Digits', 'Rebecca Helena']"
Luke Hemmings,"['Ashton Irwin', 'THE DRIVER ERA', 'Rocky', 'Alfie Jukes', 'Gary Lightbody', 'Nights In Stereo', 'Isaac Anderson', 'OSTON', 'Dylan', 'Joshua Bassett', 'Only The Poets', 'Ben Kessler', 'harry uwu', 'Louis Tomlinson', 'beaux', 'Pablo Brooks', 'Dante Peluso', 'Bradley Simpson', 'NEEVE', 'Sophie Holohan']"
Luke Kelly,"['Paddy Reilly', 'Christy Moore', 'The Dubliners', 'Ronnie Drew', 'Jim McCann', 'The Fureys', 'Liam Clancy', 'The Corries', 'Davey Arthur', 'The Wolfe Tones', 'Patsy Watchorn', 'TheCorries', 'Brier', 'Brendan McFarlane', 'Tommy Makem', 'The Dublin City Ramblers', ""Stockton's Wing"", 'Pecker Dunne', 'Shamróg', 'The Corries & Ronnie Browne']"
Luke Vibert,"['Wagon Christ', 'Urban Tribe', 'Photek', 'Patrick Pulsinger', '69', 'Link', 'Mark Ernestus', '2 Player', 'Musicology', 'Plug', 'Super Collider', 'Cabbageboy', 'Radioactive Man', 'Balil', 'Mouse On Mars', 'Elecktroids', 'Close Up Over', 'The Other People Place', 'Mystic Tribe A.I.', 'Global Goon']"
Lullabies,"['Pontus Winnberg', 'Moonica Mac', 'Paulina Palmgren', 'Linus Hasselberg', 'Daniela Reyes', 'Samling för fred', 'Irya Gmeyner', 'Andreas Mattsson', 'DANIEL4EVER', 'Katarina Hemlin', 'Martin Hederos', 'Ana Diaz', 'Johanan', 'Uje Brandelius', 'Gipomusic', 'Lovisa Samuelsson', 'FRÖ', 'Micke Allén', 'Vera Carpe', 'Marie Nilsson-Lind']"
Lulu,"['Hurricane Smith', 'Cilla Black', 'The Osmonds', 'David Cassidy', 'The New Seekers', 'The Toys', 'Oliver', 'Gary Puckett & The Union Gap', 'Gene Pitney', 'Cliff Richard', 'Sandie Shaw', 'Helen Reddy', ""Herman's Hermits"", 'Elkie Brooks', 'The Cuff Links', 'Carole Bayer Sager', 'Robert Knight', 'Jonathan King', 'The Casuals', 'The Fortunes']"
Lunachicks,"['7 Year Bitch', 'Red Aunts', 'Voodoo Queens', 'The Gits', 'Tribe 8', 'Bratmobile', 'Excuse 17', 'Calamity Jane', 'Partyline', 'Fea', 'Fabulous Disaster', 'Heavens To Betsy', 'Babes In Toyland\xa0', 'Baby Guts', 'Betty Blowtorch', ""Emily's Sassy Lime"", 'The Morgans', 'Cold Cold Hearts', 'Skinny Girl Diet', 'The Objex']"
Lungfish,"['Shipping News', 'JUNE OF 44', 'Silkworm', 'The Warmers', 'Bitch Magnet', 'Evergreen', 'Chavez', 'Polvo', 'Heroic Doses', 'Rodan', 'Smart Went Crazy', 'Squirrel Bait', 'Caustic Resin', '90 Day Men', 'Seam', 'The Grifters', 'Treepeople', 'U.S. Maple', 'The Faith Healers', 'Pitchfork']"
Lupe Fiasco,"['JAY-Z', 'Twista', 'Chance the Rapper', 'ScHoolboy Q', 'T.I.', ""Cam'ron"", 'Logic', 'Kid Cudi', 'Asher Roth', 'Lil Wayne', 'Outkast', 'Big Boi', 'Young Money', 'Mann', 'Rhymefest', 'Jay Rock', 'J. Cole', 'Chiddy Bang', 'Bad Meets Evil', 'Biz Markie']"
Luscious Jackson,"['Belly', 'The Juliana Hatfield Three', 'Imperial Teen', 'Jennifer Trynin', 'Porno for Pyros', 'Goldo', 'Primitive Radio Gods', 'The Heads', 'Drill', 'Matthew Sweet', 'Tracy Bonham', 'Soho', 'Magnificent Bastards', 'Material Issue', 'Throwing Muses', ""Eve's Plum"", 'David Garza', 'Sneaker Pimps', 'Liz Phair', 'Elastica']"
Lush,"['Pale Saints', 'Chapterhouse', 'Drop Nineteens', 'Another Sunny Day', 'Medicine', 'Swallow', 'Cocteau Twins', 'my bloody valentine', 'Moose', 'Swirlies', 'The Sundays', 'Sonic Youth', 'Ringo Deathstarr', 'The Pastels', 'The Sugarcubes', 'Catherine Wheel', 'Lois', 'elricfd', 'The Veldt', 'Ride']"
Lydia Lunch,"['Rowland S. Howard', 'These Immortal Souls', 'The Birthday Party', 'Crime & the City Solution', 'Psychic TV', 'Theoretical Girls', 'Rema-Rema', 'Colin Newman', 'Chrome', 'Teenage Jesus & The Jerks', 'In Camera', 'Ludus', 'The Boys Next Door', 'The Creatures', 'The Pop Group', 'MARS', 'Diamanda Galás', 'My Captains', 'Big Sexy Noise', 'Au Pairs']"
Lykke Li,"['Chromatics', 'Lana Del Rey', 'Labrinth', 'Tove Lo', 'Emma Louise', 'M83', 'Nelly Furtado', 'kai', 'Peter Bjorn and John', 'Empire Of The Sun', 'The Neighbourhood', 'Phantogram', 'Lorde', 'Olly Alexander (Years & Years)', 'Cults', 'Kimbra', 'Billie Eilish', 'Lilly Wood and The Prick', 'Gotye', 'Mattyeux']"
Lyle Lovett,"['Buddy Miller', 'Herb Pedersen', 'Chris Coleman', 'Colvin & Earle', 'Rodney Crowell', 'Joel Rafael', 'John Hiatt', 'Kevin Welch', 'Jimmy LaFave', 'Kelly Willis', 'Buddy & Julie Miller', 'Chris Hillman', 'Nanci Griffith', 'John Starling', 'The Honeycutters', 'Guy Clark', 'John Prine', 'Levon Helm', 'Susan Tedeschi', 'Carrie Rodriguez']"
Lyn Collins,"['Leon Haywood', 'Maceo And The Macks', 'Fatback Band', 'The Beginning Of The End', ""Fred Wesley & The J.B.'s"", 'Jackson Sisters', 'Gwen McCrae', 'Tom Browne', 'The Jimmy Castor Bunch', ""People's Choice"", 'Sisters Love', 'B.T. Express', 'The Brothers Johnson', 'Isaac Hayes', 'Archie Bell & The Drells', 'Myra Barnes', ""The J.B.'s"", 'The Undisputed Truth', 'Betty Wright', 'Sir Joe Quarterman & Free Soul']"
Lynn Anderson,"['The Bellamy Brothers', 'Billie Jo Spears', 'Kenny Rogers', 'Suzi Quatro', 'Tammy Wynette', 'Neil Diamond', 'Tony Orlando & Dawn', 'Charlie Rich', 'Middle Of The Road', 'Manfred Mann', 'Dr. Hook', 'Tom Jones', 'Sonny & Cher', 'Smokie', 'The Drifters', 'Little Eva', 'Terry Jacks', 'The Everly Brothers', 'Roy Orbison', 'Dolly Parton']"
Lynyrd Skynyrd,"['Creedence Clearwater Revival', 'Steppenwolf', 'ZZ Top', 'George Thorogood & The Destroyers', 'Tom Petty', 'Steve Miller Band', 'Bob Seger', 'Boston', 'Ram Jam', 'Norman Greenbaum', 'Foghat', 'The Rolling Stones', 'Mountain', 'Eagles', 'Derek & The Dominos', 'AC/DC', 'Led Zeppelin', 'Tom Petty and the Heartbreakers', 'Kansas', 'Free']"
Lyres,"['The Real Kids', 'The Cynics', 'The 101ers', 'The Fleshtones', 'Scientists', ""Flamin' Groovies"", 'Thee Headcoats', 'The Count Bishops', 'The Chob', 'The Barracudas', 'The Dirtbombs', 'Thee Mighty Caesars', 'Reigning Sound', 'The Penetrators', 'James Williamson', 'Howard Werth', 'The Alarm Clocks', 'The Milkshakes', 'The Urges', 'The Fuzztones']"
Lyrics Born,"['Chali 2na', 'Latyrx', 'Jurassic 5', 'Quannum Projects', 'Ugly Duckling', 'Keno 1', 'Blackalicious', 'Abdominal', 'DJ Format', 'Lifesavas', 'Zeph', 'Shirt', 'Andy Cooper', 'Grand Analog', 'A.Skillz', 'TRDMRK', 'Imagine This', 'Austin Antoine', 'Lateef The Truthspeaker', 'Zion']"
Låpsley,"['SOHN', 'Henry Green', 'Maribou State', 'DRAMA', 'Tourist', 'Rhye', 'Arctic Lake', 'Klyne', 'Holly Walker', 'Aeble', 'Zimmer', 'Panama', 'Kllo', 'YesYou', 'Joe Goddard', 'Rationale', 'Cash+David', 'Pedestrian', 'Rae Morris', 'Chris Malinchak']"
Léo Ferré,"['Barbara', 'Serge Reggiani', 'Gerard Depardieu', 'Jacques Higelin', 'Claude Nougaro', 'Jean Ferrat', 'Giani Esposito', 'Dick Annegarn', 'Georges Brassens', 'Philippe Léotard', 'Michel Jonasz', 'Jacques Brel', 'Maurice Fanon', 'Maxime Le Forestier', 'Boris Vian', 'Jeanne Moreau', 'Jean-Roger Caussimon', 'Andre Bourvil', 'Cora Vaucaire', 'Graeme Allwright']"
Lô Borges,"['Milton Nascimento', 'Novos Baianos', 'Solange Borges', 'Jards Macalé', 'Os Mutantes', 'Hyldon', 'Sérgio Sampaio', 'Itamar Assumpção', 'Ave Sangria', 'Edu Lobo', 'Flaviola e o Bando do Sol', 'Cassiano', 'Marconi Notaro', 'Jorge Ben Jor', 'Pedro Santos', 'Nelson Cavaquinho', 'Gal Costa', 'Nara Leão', 'Tom Zé', 'Som Imaginario']"
M People,"['Yazz', 'D:Ream', 'Sydney Youngblood', 'Mel & Kim', 'Kim Appleby', 'Lonnie Gordon', 'Bros', 'Adamski', 'Black Box', 'Rozalla', 'Texas', 'Undercover', 'Blue Pearl', 'Danny Wilson', 'Womack & Womack', 'Meck', 'Phyllis Nelson', 'Heather Small', 'Lisa Stansfield', 'The Communards']"
M. Ward,"['Damien Jurado', 'Andrew Bird', 'Megafaun', 'Vetiver', 'Great Lake Swimmers', 'Elvis Perkins', 'Monsters Of Folk', 'Blake Mills', 'Eef Barzelay', 'Jeff Tweedy', 'Wilco', 'Aaron Embry', 'Tom Brosseau', 'Clem Snide', 'Sam Amidon', 'Bowerbirds', 'Breathe Owl Breathe', 'Bry Webb', 'Mountain Man', 'Seth Avett & Jessica Lea Mayfield']"
M.I.A.,"['Yeah Yeah Yeahs', 'Nelly Furtado', 'Gwen Stefani', 'MGMT', 'Estelle', 'La Roux', 'Outkast', 'Azealia Banks', 'Kelis', 'Fergie', 'White Town', 'Santigold', 'Icona Pop', 'Iggy Azalea', 'Far East Movement', 'Timbaland', 'Lykke Li', 'Skee-Lo', 'Black Eyed Peas', 'will.i.am']"
M.O.P.,"['Black Rob', 'Pharoahe Monch', 'KRS-One', 'Mark Curry', 'DMX', 'Method Man', 'Onyx', 'Dead Prez', 'Xzibit', 'Redman', 'Dilated Peoples', ""Ol' Dirty Bastard"", 'Rakim', 'Big Kap', 'EPMD', 'Joe Budden', 'Obie Trice', 'Craig Mack', 'Wu-Tang Clan', 'Das EFX']"
M83,"['Electric Youth', 'MGMT', 'The xx', 'The Irrepressibles', 'Felsmann + Tiley', 'Empire Of The Sun', 'Phantogram', 'Lykke Li', 'Peter Bjorn and John', 'The Temper Trap', 'Kavinsky', 'Bag Raiders', 'Woodkid', 'Capital Cities', 'College', 'The Cinematic Orchestra', 'Foster The People', 'Julian Casablancas', 'alt-J', 'Daft Punk']"
MARINA,"['Roar', 'TV Girl', 'Rio Romeo', 'Mars Argo', 'Liana Flores', 'Sir Chloe', 'Cults', 'bôa', 'Trillian', 'juju<3', 'the bird and the bee', 'bulcadoshow', 'Alex G', 'girl in red', 'alex_g_offline', 'Hop Along, Queen Ansleis', 'The Dresden Dolls', 'Corbon Amodio', 'yungatita', 'Ricky Montgomery']"
MC 900 Ft. Jesus,"['The Disposable Heroes Of Hiphoprisy', 'Lo Fidelity Allstars', 'Soul Hooligan', 'Soul Coughing', 'The Slew', 'ruby', 'Whale', 'Consolidated', 'Pepe Deluxe', 'Slick Sixty', 'The Infesticons', 'MC Honky', 'Renegade Soundwave', 'Luscious Jackson', 'The Baldwin Brothers', 'Death Lurks', 'The Heads', 'Kid Koala', 'John Lydon', 'Porno for Pyros']"
MC Hammer,"['Vanilla Ice', 'C & C Music Factory', 'Run–D.M.C.', 'Lipps Inc.', 'Lou Bega', 'Baha Men', 'Village People', 'House Of Pain', 'Will Smith', 'Carl Douglas', 'Eurythmics', 'Miami Sound Machine', 'Dave Stewart', 'Rick Astley', 'Scatman John', 'Kris Kross', 'Survivor', 'Reel 2 Real', 'Right Said Fred', 'Ray Parker Jr.']"
MC Lyte,"['Kwame', 'LL COOL J', 'Yo-Yo', 'Nonchalant', 'Sleepy Brown', 'Da 5 Footaz', 'Greg Nice', 'Peter Gunz', 'Lord Tariq', 'Black Panta', 'Erick Sermon', 'Chubb Rock', 'Sweet Tee', 'Paula Perry', 'Ill Al Skratch', 'Brooklyn Slumlordz', ""Hurby's Machine"", 'Heavy D', 'Sabelle', 'Jonell']"
MC Ren,"['BG Knoccout & Gangsta Dresta', 'South Central Cartel', 'B.G. Knocc Out', 'Gangsta Dresta', 'Dresta', 'King Tee', 'Murder Squad', 'Da Lench Mob', 'Mr. Short Khop', 'MC Eiht', 'Mel-Man', 'Sharief', 'Lil 1/2 Dead', 'Hittman', 'C.P.O.', 'Above The Law', 'Sam Sneed', 'CJ Mac', 'Wc And The Maad Circle', 'Yella']"
MC Solaar,"['IAM', 'Ménélik', 'Doc Gynéco', 'Abd Al Malik', 'Akhenaton', 'Oxmo Puccino', 'Suprême NTM', 'JoeyStarr', 'Féfé', 'Passi', 'Raggasonic - NTM', 'La Clinique', 'Stomy Bugsy', 'Lady Laistee', 'The Jazzbastards', 'Kheops', 'Fonky Family', 'Alliance Ethnik', 'White & Spirit', 'Djoloff']"
MC5,"['New York Dolls', 'Johnny Thunders & The Heartbreakers', 'Johnny Thunders', ""Sonic's Rendezvous Band"", 'The Dictators', 'The 101ers', 'Richard Hell', 'Tuff Darts', 'James Williamson', ""Flamin' Groovies"", '999', 'The Stooges', 'Radio Birdman', 'X', 'The Pink Fairies', 'Blue Cheer', 'Rocket From The Tombs', 'Stiv Bators', '13th Floor Elevators', 'The Hollywood Brats']"
MDC,"['Reagan Youth', 'D.I.', 'Gang Green', 'Wasted Youth', 'Angry Samoans', 'Circle Jerks', 'Youth Brigade', 'Youth Brigade', 'Dr. Know', 'Teen Idles', 'Zero Boys', 'Filth', 'Ill Repute', 'Necros', 'Conflict', 'Crass', 'S.O.A.', 'GBH', 'The Crucifucks', 'Battalion Of Saints']"
MDFMK,"['Sister Machine Gun', '16Volt', 'ohGr', 'Bile', 'Chemlab', 'Hate Dept.', 'Slick Idiot', 'Skold', 'Razed In Black', 'KMFDM', 'Cubanate', 'Acumen Nation', 'Velvet Acid Christ', 'PIG', 'Pigface', 'Prick', 'Guenter Schulz & En Esch', 'Surgical Meth Machine', 'Psychopomps', 'My Life With The Thrill Kill Kult']"
